Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Carchidi, Eva",SR-4,7.86,Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Carchidi, Eva",SR-4,7.86,Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Voinescu, Isa",SO-2,8.11,Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Voinescu, Isa",SO-2,8.26,Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Voinescu, Isa",SO-2,8.3,Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Voinescu, Isa",SO-2,8.32,Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Voinescu, Isa",SO-2,8.33,Grinnell Invitational,"Jan 27, 2024"
,"Voinescu, Isa",SO-2,8.34,Hilltop Invitational,"Jan 20, 2024"
,"Voinescu, Isa",SO-2,8.36,Darren Young Classic,"Feb 10, 2024"
,"Voinescu, Isa",SO-2,8.4,Hilltop Invitational,"Jan 20, 2024"
,"Phillips, KaLanna",FR-1,8.71,Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Taylor, Ava",JR-3,8.75,Hilltop Invitational,"Jan 20, 2024"
,"Taylor, Ava",JR-3,8.76,Darren Young Classic,"Feb 10, 2024"
,"Taylor, Ava",JR-3,8.78,Hilltop Invitational,"Jan 20, 2024"
,"Goodman, Jessie",SO-2,8.79,Hilltop Invitational,"Jan 20, 2024"
,"Phillips, KaLanna",FR-1,8.83,Grinnell Invitational,"Jan 27, 2024"
,"Taylor, Ava",JR-3,8.83,Grinnell Invitational,"Jan 27, 2024"
,"Phillips, KaLanna",FR-1,8.92,Hilltop Invitational,"Jan 20, 2024"
,"Phillips, KaLanna",FR-1,8.92,Darren Young Classic,"Feb 10, 2024"
,"Phillips, KaLanna",FR-1,8.94,Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Natalie, Alexandra",SO-2,9.64,Darren Young Classic,"Feb 10, 2024"
,"Natalie, Alexandra",SO-2,9.81,Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Natalie, Alexandra",SO-2,9.83,Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Natalie, Alexandra",SO-2,9.89,Grinnell Invitational,"Jan 27, 2024"
